,Station,Station name,Surface Bâtiments,Hauteur moyenne des bâtiments,Surface Zones Humides:,Surface Espaces Verts,Nombre d'arbres,Surface Zones Piétonnes,Densité de population,Nb entreprises
0,1,01-station-meteo-toulouse-meteopole,32733.08,3.73,2253.05,107236.43,3,10926.23,950,0
